closed_at,product_id,position_side,net_size,leverage,opened_at,closure_reason,entry_price,exit_price,profit_loss,profit_loss_pct,mae,mfe,duration_seconds
2026-01-05T11:06:10Z,ADA-PERP-INTX,LONG,627.1951831409934,50.0,2026-01-05T06:07:36Z,range_break,0.3986,0.3967,-1.19,-0.4767,-2.07,3.26,17914
2026-01-05T11:06:10Z,PENDLE-PERP-INTX,LONG,114.88970588235291,50.0,2026-01-05T06:07:36Z,range_break,2.176,2.201,2.87,1.1489,-1.95,3.45,17914
2026-01-05T11:06:10Z,LTC-PERP-INTX,LONG,3.046551303923958,50.0,2026-01-05T10:08:33Z,range_break,82.06,81.66,-1.22,-0.4874,-1.49,0.15,3457
2026-01-05T18:35:02Z,ADA-PERP-INTX,LONG,628.6145335680161,50.0,2026-01-05T14:08:26Z,take_profit,0.3977,0.417,12.13,4.8529,-0.38,13.14,15996
2026-01-05T18:50:03Z,INJ-PERP-INTX,LONG,48.98119122257053,50.0,2026-01-05T14:08:26Z,take_profit,5.104,5.354,12.25,4.8981,-0.44,12.25,16897
2026-01-05T20:30:02Z,SOL-PERP-INTX,LONG,1.8708373868143384,50.0,2026-01-05T14:08:26Z,take_profit,133.63,139.619,11.2,4.4818,-1.04,11.66,22896
2026-01-06T12:15:02Z,SEI-PERP-INTX,LONG,1944.1636208103275,50.0,2026-01-05T22:08:25Z,take_profit,0.12859,0.1353,13.05,5.2181,0.02,13.05,50797
2026-01-06T13:25:02Z,SUPER-PERP-INTX,LONG,1106.6843736166445,50.0,2026-01-05T14:08:26Z,take_profit,0.2259,0.23683,12.1,4.8384,-0.03,12.1,83796
2026-01-06T14:09:54Z,LTC-PERP-INTX,LONG,3.058478101296795,50.0,2026-01-05T14:08:26Z,expired_profit,81.74,84.23,7.62,3.0462,-0.37,8.59,86488
2026-01-06T14:09:54Z,BCH-PERP-INTX,LONG,0.3838359024749738,50.0,2026-01-05T14:08:26Z,expired_loss,651.32,634.48,-6.46,-2.5855,-10.41,1.41,86488
2026-01-06T14:10:02Z,LTC-PERP-INTX,LONG,3.058478101296795,50.0,2026-01-05T14:08:26Z,expired_profit,81.74,84.23,7.62,3.0462,-0.37,8.59,86496
2026-01-06T14:10:02Z,BCH-PERP-INTX,LONG,0.3838359024749738,50.0,2026-01-05T14:08:26Z,expired_loss,651.32,633.7,-6.76,-2.7053,-10.41,1.41,86496
2026-01-06T16:24:04Z,DOGE-PERP-INTX,LONG,1645.9279741918494,50.0,2026-01-06T06:08:31Z,stop_loss,0.15189,0.14701,-8.03,-3.2129,-13.32,7.72,36933
2026-01-06T16:30:02Z,SEI-PERP-INTX,LONG,1864.5584725536992,50.0,2026-01-06T14:08:36Z,stop_loss,0.13408,0.1291,-9.29,-3.7142,-9.47,2.27,8486
2026-01-06T17:45:03Z,BTC-PERP-INTX,LONG,0.0026665958418811,50.0,2026-01-06T02:08:30Z,stop_loss,93752.49,92107.9,-4.39,-1.7542,-4.79,1.9,56193
2026-01-06T17:45:03Z,CRV-PERP-INTX,LONG,579.1058605513089,50.0,2026-01-06T14:08:36Z,stop_loss,0.4317,0.4169,-8.57,-3.4283,-9.09,4.0,12987
2026-01-06T18:00:02Z,DOT-PERP-INTX,LONG,113.6880400181901,50.0,2026-01-06T02:08:30Z,stop_loss,2.199,2.115,-9.55,-3.8199,-9.55,7.05,57092
2026-01-07T13:10:02Z,CRV-PERP-INTX,LONG,582.7505827505828,50.0,2026-01-06T22:08:30Z,stop_loss,0.429,0.4146,-8.39,-3.3566,-8.51,0.7,54092
2026-01-07T14:05:02Z,HBAR-PERP-INTX,LONG,1948.4062037253525,50.0,2026-01-06T22:08:30Z,stop_loss,0.12831,0.12409,-8.22,-3.2889,-9.16,2.24,57392
2026-01-07T14:10:02Z,HBAR-PERP-INTX,LONG,1948.4062037253525,50.0,2026-01-06T22:08:30Z,stop_loss,0.12831,0.12394,-8.51,-3.4058,-9.16,2.24,57692
2026-01-07T14:30:05Z,AAVE-PERP-INTX,LONG,1.4727540500736378,50.0,2026-01-06T18:07:39Z,daily_stop,169.75,167.98,-2.61,-1.0427,-2.61,10.16,73346
2026-01-07T14:30:05Z,LINK-PERP-INTX,LONG,18.34323868222173,50.0,2026-01-06T18:07:39Z,daily_stop,13.629,13.488,-2.59,-1.0346,-3.01,7.85,73346
2026-01-07T14:30:05Z,DOT-PERP-INTX,LONG,116.6044776119403,50.0,2026-01-06T18:07:39Z,daily_stop,2.144,2.14,-0.47,-0.1866,-0.58,12.13,73346
2026-01-07T14:30:05Z,BTC-PERP-INTX,LONG,0.0026809685974931,50.0,2026-01-06T22:08:30Z,daily_stop,93249.88,91476.8,-4.75,-1.9014,-4.91,1.38,58895
2026-01-07T14:30:05Z,DOGE-PERP-INTX,LONG,1690.7885837954825,50.0,2026-01-07T02:08:33Z,daily_stop,0.14786,0.14593,-3.26,-1.3053,-3.6,10.25,44492
2026-01-07T14:30:05Z,SEI-PERP-INTX,LONG,1991.2385503783355,50.0,2026-01-07T14:08:29Z,daily_stop,0.12555,0.1247,-1.69,-0.677,-2.29,0.1,1296
2026-01-08T07:00:02Z,ONDO-PERP-INTX,LONG,589.5948304325268,50.0,2026-01-08T02:07:30Z,stop_loss,0.42402,0.4099,-8.33,-3.33,-8.38,1.05,17552
2026-01-08T07:05:02Z,DOGE-PERP-INTX,LONG,1700.1020061203674,50.0,2026-01-08T02:07:30Z,stop_loss,0.14705,0.14195,-8.67,-3.4682,-10.27,0.66,17852
2026-01-08T07:05:02Z,ADA-PERP-INTX,LONG,620.3473945409429,50.0,2026-01-08T02:07:30Z,stop_loss,0.403,0.3901,-8.0,-3.201,-8.93,0.62,17852
2026-01-08T07:10:19Z,LTC-PERP-INTX,LONG,3.046551303923958,50.0,2026-01-08T02:07:30Z,daily_stop,82.06,80.46,-4.87,-1.9498,-5.73,0.46,18169
2026-01-08T07:10:19Z,ETH-PERP-INTX,LONG,0.07879723894474738,50.0,2026-01-08T02:07:30Z,daily_stop,3172.7,3101.1,-5.64,-2.2568,-6.81,0.73,18169
2026-01-08T07:10:19Z,ARB-PERP-INTX,LONG,1189.9095668729176,50.0,2026-01-08T06:08:30Z,daily_stop,0.2101,0.2078,-2.74,-1.0947,-4.76,0.12,3709
2026-01-08T07:10:19Z,SEI-PERP-INTX,LONG,2024.7833481817447,50.0,2026-01-08T06:08:30Z,daily_stop,0.12347,0.1224,-2.17,-0.8666,-3.58,0.26,3709
