closed_at,product_id,position_side,net_size,leverage,opened_at,closure_reason,entry_price,exit_price,profit_loss,profit_loss_pct,mae,mfe,duration_seconds
2025-10-18T12:00:00Z,BCH-PERP-INTX,LONG,1.043,,2025-10-18T07:08:38Z,stop_loss,479.64338,464.2948,-16.01,-3.2,-4.8,0.33,17482
2025-10-19T07:00:00Z,EURC-PERP-INTX,SHORT,-429.4,,2025-10-18T07:09:00Z,expired,1.1643,1.164,0.13,0.0258,-0.03,0.13,85860
2025-10-19T07:00:00Z,PAXG-PERP-INTX,SHORT,-0.098,,2025-10-18T07:08:49Z,expired,4228.5098,4236.98,-0.83,-0.2003,-0.84,0.07,85871
2025-10-20T07:00:00Z,PAXG-PERP-INTX,SHORT,-0.0516,,2025-10-19T07:10:57Z,expired,4237.0283,4247.44,-0.54,-0.2457,-0.79,0.59,85743
2025-10-20T07:00:00Z,EURC-PERP-INTX,SHORT,-429.6,,2025-10-19T07:11:08Z,expired,1.164,1.1656,-0.69,-0.1375,-0.23,0.04,85732
2025-10-21T04:00:00Z,ADA-PERP-INTX,LONG,747,,2025-10-20T09:33:35Z,stop_loss,0.6697,0.6482696,-16.01,-3.2,-4.87,0.72,66385
2025-10-20T15:00:00Z,PAXG-PERP-INTX,SHORT,-0.0516,,2025-10-20T09:33:45Z,stop_loss,4242.98,4345.0252,-5.27,-2.405,-3.42,0.14,19575
2025-10-21T09:00:00Z,LTC-PERP-INTX,LONG,5.29,,2025-10-20T09:33:26Z,expired,94.596824,92.08,-13.31,-2.6606,-3.1,1.26,84394
2025-10-21T09:00:00Z,EURC-PERP-INTX,SHORT,-428.8,,2025-10-20T09:33:55Z,expired,1.1659,1.1622,1.59,0.3174,-0.03,0.43,84365
2025-10-20T15:00:00Z,PAXG-PERP-INTX,SHORT,-0.1179,,2025-10-20T09:33:45Z,stop_loss,4242.98,4345.0252,-12.03,-2.405,-3.42,0.14,19575
2025-10-21T14:00:00Z,PAXG-PERP-INTX,LONG,0.2343,,2025-10-21T09:20:30Z,stop_loss,4268.9783,4161.4036,-25.2,-2.5199,-5.84,0.29,16770
2025-10-21T14:00:00Z,NEAR-PERP-INTX,LONG,460.1,,2025-10-21T09:20:37Z,take_profit,2.174846,2.2792386,48.03,4.8,-0.74,8.72,16763
2025-10-22T09:00:00Z,EURC-PERP-INTX,LONG,860.8,,2025-10-21T09:20:23Z,expired,1.1618,1.1596,-1.89,-0.1894,-0.29,0.04,85177
2025-10-21T15:00:00Z,APT-PERP-INTX,LONG,157.5,,2025-10-21T13:17:25Z,take_profit,3.177343,3.3298555,24.02,4.8,-0.83,6.38,6155
2025-10-10T15:00:00Z,SUI-PERP-INTX,SHORT,-78.3,,2025-10-10T15:31:47Z,stop_loss,3.2963,3.4017816,-8.26,-3.2,-4.55,82.67,0
2025-10-22T21:00:00Z,ONDO-PERP-INTX,LONG,702,,2025-10-22T14:32:21Z,stop_loss,0.713327,0.69050054,-16.02,-3.2,-4.24,2.11,23259
2025-10-22T21:00:00Z,SUI-PERP-INTX,LONG,128.3,,2025-10-22T06:17:53Z,stop_loss,2.421066,2.3435919,-9.94,-3.2,-3.5,2.29,52927
2025-10-23T06:00:00Z,EURC-PERP-INTX,LONG,430.8,,2025-10-22T06:17:35Z,expired,1.1608,1.1595,-0.56,-0.112,-0.25,0.08,85345
2025-10-22T11:00:00Z,AAVE-PERP-INTX,LONG,2.32,,2025-10-22T11:02:20Z,take_profit,215.3116,225.64655,23.98,4.8,-3.23,4.86,0
2025-10-22T21:00:00Z,SUI-PERP-INTX,LONG,206.6,,2025-10-22T06:17:53Z,stop_loss,2.421079,2.3436045,-16.01,-3.2,-3.5,2.29,52927
2025-10-23T06:00:00Z,EURC-PERP-INTX,LONG,430.8,,2025-10-22T06:17:35Z,expired,1.1608,1.1595,-0.56,-0.112,-0.25,0.08,85345
2025-10-23T07:00:00Z,JASMY-PERP-INTX,SHORT,-46896,,2025-10-23T07:38:31Z,stop_loss,0.01062,0.01095984,-15.94,-3.2,-7.05,1.53,0
2025-10-24T05:00:00Z,ONDO-PERP-INTX,LONG,701,,2025-10-23T05:37:02Z,expired,0.713996,0.7359,15.35,3.0678,-0.62,3.29,84178
2025-10-24T05:00:00Z,EURC-PERP-INTX,LONG,431.1,,2025-10-23T05:36:27Z,expired,1.1599,1.1607,0.34,0.069,-0.11,0.24,84213
2025-10-23T17:00:00Z,INJ-PERP-INTX,LONG,60.7,,2025-10-23T05:37:19Z,take_profit,8.237557,8.6329597,24.0,4.8,-0.27,4.91,40961
2025-10-24T05:00:00Z,ADA-PERP-INTX,LONG,1261,,2025-10-23T05:36:44Z,expired,0.637084,0.6529,19.94,2.4826,-1.21,2.84,84196
2025-10-24T04:00:00Z,AAVE-PERP-INTX,LONG,2.24,,2025-10-23T08:14:10Z,take_profit,223.07,233.77736,23.98,4.8,-2.01,5.43,71150
2025-10-24T05:00:00Z,ADA-PERP-INTX,LONG,1573,,2025-10-23T05:36:44Z,expired,0.635917,0.6529,26.71,2.6706,-1.02,3.03,84196
2025-10-23T06:00:00Z,EURC-PERP-INTX,SHORT,-1294.5,,2025-10-22T06:15:17Z,expired,1.160367,1.1595,1.12,0.0747,-0.11,0.21,85483
2025-10-25T05:00:00Z,ONDO-PERP-INTX,LONG,884,,2025-10-24T05:48:23Z,expired,0.736601,0.7264,-9.02,-1.3849,-2.29,2.17,83497
2025-10-25T05:00:00Z,ADA-PERP-INTX,LONG,996,,2025-10-24T05:48:06Z,expired,0.6527,0.6553,2.59,0.3983,-1.53,1.82,83514
2025-10-25T05:00:00Z,SYRUP-PERP-INTX,SHORT,-1762,,2025-10-24T05:47:48Z,expired,0.37744,0.37693,0.9,0.1351,-2.12,2.35,83532
2025-10-25T05:00:00Z,JASMY-PERP-INTX,SHORT,-60336,,2025-10-24T05:48:41Z,expired,0.010798,0.010604,11.71,1.7966,-0.8,3.83,83479
2025-10-25T05:00:00Z,EURC-PERP-INTX,LONG,560.1,,2025-10-24T05:47:31Z,expired,1.1607,1.1632,1.4,0.2154,-0.04,0.29,83549
2025-10-26T05:00:00Z,ZRO-PERP-INTX,LONG,386.7,,2025-10-25T05:41:37Z,expired,1.682798,1.71,10.52,1.6165,-1.06,2.69,83903
2025-10-26T05:00:00Z,AAVE-PERP-INTX,LONG,2.86,,2025-10-25T05:41:20Z,expired,227.59126,226.4,-3.41,-0.5234,-1.81,0.7,83920
2025-10-26T05:00:00Z,EURC-PERP-INTX,LONG,558.8,,2025-10-25T05:40:53Z,expired,1.1633,1.1628,-0.28,-0.043,-0.08,0.06,83947
2025-10-26T07:00:00Z,UMA-PERP-INTX,LONG,556,,2025-10-25T07:13:24Z,expired,1.170693,1.17436,2.04,0.3132,-1.0,1.76,85596
2025-10-26T07:00:00Z,COMP-PERP-INTX,SHORT,-17.28,,2025-10-25T07:13:33Z,expired,37.660017,38.32,-11.4,-1.7525,-2.5,0.37,85587
2025-10-27T04:00:00Z,EURC-PERP-INTX,SHORT,-427.2,,2025-10-26T05:42:30Z,expired,1.1628,1.1623,0.21,0.043,-0.11,0.07,80250
2025-10-26T11:00:00Z,AAVE-PERP-INTX,SHORT,-2.87,,2025-10-26T05:57:41Z,stop_loss,226.40094,233.64577,-20.79,-3.2,-10.01,0.76,18139
2025-10-27T04:00:00Z,EURC-PERP-INTX,LONG,131.8,,2025-10-26T05:56:32Z,expired,1.1628,1.1623,-0.07,-0.043,-0.07,0.11,79408
2025-10-26T11:00:00Z,CRV-PERP-INTX,LONG,1228,,2025-10-26T05:57:06Z,take_profit,0.5294,0.5548112,31.2,4.8,-0.51,12.73,18174
2025-10-26T11:00:00Z,AERO-PERP-INTX,SHORT,-716.3,,2025-10-26T05:57:23Z,stop_loss,0.905811,0.93479695,-20.76,-3.2,-6.47,1.2,18157
2025-10-26T22:00:00Z,KAITO-PERP-INTX,SHORT,-584.2,,2025-10-26T05:56:49Z,stop_loss,1.112882,1.1484942,-20.8,-3.2,-12.61,0.6,57791
2025-10-27T14:00:00Z,BARD-PERP-INTX,SHORT,-965,,2025-10-26T14:11:34Z,expired,0.672281,0.653787,17.85,2.7509,-0.29,2.82,85706
2025-10-27T17:00:00Z,FIL-PERP-INTX,SHORT,-397.3,,2025-10-26T17:47:35Z,expired,1.635119,1.6707,-14.14,-2.176,-3.07,2.0,83545
2025-10-27T10:00:00Z,BERA-PERP-INTX,LONG,342.1,,2025-10-27T07:06:22Z,stop_loss,1.910499,1.849363,-20.91,-3.2,-11.65,0.03,10418
2025-10-27T13:00:00Z,UMA-PERP-INTX,LONG,550,,2025-10-27T07:06:13Z,stop_loss,1.180987,1.1431954,-20.79,-3.2,-4.87,0.06,21227
2025-10-28T05:00:00Z,APT-PERP-INTX,SHORT,-181.7,,2025-10-27T06:36:49Z,take_profit,3.577893,3.4061541,31.2,4.8,-0.39,4.8,80591
2025-10-28T05:00:00Z,INJ-PERP-INTX,SHORT,-72.7,,2025-10-27T07:17:55Z,take_profit,8.937572,8.5085685,31.19,4.8,-0.72,4.83,78125
2025-10-28T13:00:00Z,CRV-PERP-INTX,SHORT,-1148,,2025-10-27T13:32:16Z,expired,0.566016,0.5656,0.48,0.0735,-2.45,3.77,84464
2025-10-28T07:00:00Z,ADA-PERP-INTX,SHORT,-958,,2025-10-27T07:42:06Z,expired,0.6784,0.6631,14.66,2.2553,-1.49,3.23,83874
