closed_at,product_id,position_side,net_size,leverage,opened_at,closure_reason,entry_price,exit_price,profit_loss,profit_loss_pct,mae,mfe,duration_seconds,order_id
2026-01-15T15:48:56Z,ARB-PERP-INTX,LONG,579.2,,2026-01-15T10:19:17Z,partial_take,0.216,0.2077,-4.84,-3.8426,-5.1,1.51,19778,d630cecc-1987-436d-ae7f-20ad9751825c
2026-01-15T18:10:07Z,APT-PERP-INTX,SHORT,-65.2,,2026-01-15T10:19:37Z,partial_take,1.914,1.824,5.85,4.7022,-0.78,6.0,28230,10eb4a00-f117-4d46-b792-0adf4b7566ca
2026-01-15T18:12:26Z,DOT-PERP-INTX,LONG,56.8,,2026-01-15T10:19:56Z,partial_take,2.201665,2.119,-4.73,-3.7547,-4.7,1.89,28350,6b643cda-4cf3-4989-a7b8-068610265417
2026-01-15T18:12:26Z,DOT-PERP-INTX,LONG,113.6,,2026-01-15T10:19:56Z,stop_loss,2.201333,2.1195,-9.44,-3.7174,-9.35,3.82,28350,e8213116-b150-413a-9942-2737f2fe00bc
2026-01-15T18:13:47Z,APT-PERP-INTX,SHORT,-130.5,,2026-01-15T10:19:37Z,take_profit,1.914,1.84548,8.83,3.5799,-1.57,12.27,28450,bf29cbfb-f790-4cd8-b73a-942af33d3536
2026-01-16T05:23:34Z,2Z-PERP-INTX,LONG,1999,,2026-01-16T05:21:22Z,expired_breakeven,0.122717,0.122546,-0.49,-0.1391,-0.34,0.08,131,50d84626-3870-4099-b307-2f1b398bbbca
2026-01-16T09:43:26Z,DOT-PERP-INTX,SHORT,-0.7,,2026-01-16T09:26:56Z,partial_take,2.144,2.145,0,-0.0466,0,0,990,55124784-76d8-4e5c-a225-0324b4c04378
2026-01-16T10:21:03Z,LINK-PERP-INTX,LONG,17.85,,2026-01-15T10:20:35Z,stop_loss,14.021,13.797,-4.15,-1.5976,-8.32,3.21,86428,e42d20ac-0c0d-4ba1-b06b-98050db1bc7e
2026-01-16T10:22:58Z,BTC-PERP-INTX,LONG,0.0026,,2026-01-15T10:20:54Z,stop_loss,96821.4,95429.6,-3.77,-1.4375,-4.62,0.83,86523,a8790151-00d2-4cf1-b9fd-211bbe5480e8
2026-01-16T11:08:31Z,ETH-PERP-INTX,LONG,0.063,,2026-01-16T11:08:16Z,partial_take,3298.46,3299.01,-0.03,0.0167,-0.08,0.08,15,c926a1b3-8789-4b77-a3dc-da2cf4926259
2026-01-16T11:05:24Z,ENS-PERP-INTX,SHORT,-11.62,,2026-01-15T10:20:16Z,take_profit,10.713874,10.339978,4.86,3.4898,,,89108,b7e83776-8acd-499b-961d-986597615a7d
2026-01-16T15:32:39Z,DOT-PERP-INTX,SHORT,-58.6,,2026-01-16T10:33:53Z,partial_take,2.134,2.08,3.15,2.5305,-0.29,3.81,17925,4e85b3a2-af19-4384-8143-7884cb969578
2026-01-16T15:46:57Z,ARB-PERP-INTX,SHORT,-596.6,,2026-01-16T10:33:30Z,partial_take,0.209431,0.2042,3.1,2.4976,-0.16,3.12,18806,f00aab2c-bc43-4b2d-bd06-858c3b8cc7fc
2026-01-17T08:48:39Z,SUPER-PERP-INTX,SHORT,-588,,2026-01-16T18:27:12Z,partial_take,0.21246,0.21969,-4.29,-3.403,-4.25,0,51686,1bd68d42-175b-4f51-852b-d0604f69be29
2026-01-17T08:48:39Z,SUPER-PERP-INTX,SHORT,-588,,2026-01-16T18:27:12Z,partial_take,0.21246,0.21969,-4.29,-3.403,-4.25,0,51686,0b2408e3-0951-4f9d-a4f5-4bf1ad938eba
2026-01-17T09:12:53Z,DOT-PERP-INTX,SHORT,-58.6,,2026-01-16T10:33:53Z,stop_loss,2.134,2.142,-4.22,-0.3749,,,81540,e7cdb8a2-19c2-4f12-8b12-7adfd95b9f51
2026-01-17T10:28:41Z,ARB-PERP-INTX,SHORT,-596.6,,2026-01-16T10:33:30Z,partial_take,0.2095,0.2165,-4.21,-3.3413,-4.18,3.22,86110,3ac8e5cf-e00f-4b1a-89cb-0b169f301fc2
2026-01-17T10:34:46Z,AAVE-PERP-INTX,LONG,1.44,,2026-01-16T10:34:16Z,take_profit,172.72,175.24,3.48,1.459,-6.24,6.67,86430,e94d1298-c446-4d07-a3f0-3b0980c42866
2026-01-17T15:36:50Z,ETH-PERP-INTX,SHORT,-0.0766,,2026-01-17T15:36:24Z,expired_breakeven,3318.08,3318.28,-0.17,-0.006,-0.12,0.01,25,2de40894-5477-44de-bbc2-9d157702a66e
2026-01-17T15:48:44Z,CRV-PERP-INTX,LONG,287,,2026-01-17T14:27:28Z,partial_take,0.4357,0.4469,3.2,2.5706,-0.06,3.67,4876,daa804d4-5af1-4a2f-bc73-d22077cdaed6
2026-01-17T17:20:52Z,CRV-PERP-INTX,LONG,287,,2026-01-17T14:27:28Z,take_profit,0.4357,0.45175,5.9,3.6837,,,10404,203c79b0-f7b7-4bb2-b67a-7f5bae3b14db
2026-01-17T18:27:52Z,LINK-PERP-INTX,LONG,10.65,,2026-01-16T18:27:33Z,take_profit,13.63,13.797,1.66,1.2252,,,86419,c387e21f-244a-4fb0-9eef-03dc98fd12a5
2026-01-17T22:27:20Z,BTC-PERP-INTX,LONG,0.0026,50,2026-01-16T22:26:30Z,expired_breakeven,95156.1,95156.1,0,0,-0.39,1.22,86449,201395c0-59f1-4961-9ef5-2054bbf4b7d7
2026-01-18T10:29:03Z,SUI-PERP-INTX,LONG,138.9,,2026-01-17T10:28:31Z,stop_loss,1.8016,1.7683,-4.77,-1.8484,-4.82,2.04,86431,477e3ea7-7c5c-44b1-abb9-76726d4154c4
2026-01-18T10:30:21Z,ADA-PERP-INTX,SHORT,-633,,2026-01-17T10:28:51Z,take_profit,0.3965,0.3932,1.94,0.8323,-4.87,2.98,86490,513c0ec4-33b6-404a-9ee4-4244815f59c5
2026-01-18T11:57:28Z,ONDO-PERP-INTX,SHORT,-322,,2026-01-17T18:26:56Z,partial_take,0.3892,0.3788,3.33,2.6721,-0.97,3.86,63031,d93544c4-198c-46ce-9421-548532d9f4f5
2026-01-18T12:17:06Z,ONDO-PERP-INTX,SHORT,-321,,2026-01-17T18:26:56Z,take_profit,0.3892,0.37875,3.26,2.685,,,64209,a5e8b28a-d0b1-4156-a794-ad9d1a365955
2026-01-18T14:27:20Z,COMP-PERP-INTX,SHORT,-9.22,,2026-01-17T14:27:06Z,take_profit,27.1,26.57,4.74,1.9557,-2.77,5.72,86414,b27356e6-8b1e-47d1-a238-3aa87c8a69c2
2026-01-18T14:29:28Z,DOGE-PERP-INTX,SHORT,-1817,,2026-01-17T14:27:48Z,expired_breakeven,0.13778,0.13762,0.14,0.1161,-4.05,2.18,86499,2bcebb96-4e92-4583-806c-0f5d8b68e590
